"party","id","Name","Birth","Death","gender","Age.Group_Speech.","Period","Speech.Length","keyword","content.stemmed","content_remove_stem","ideology","vallankumous","kapina"
"Kansallinen Kokoomus","http://ldf.fi/semparl/speeches/s1924_1_039_072","Ainali, Sakari",1874,1938,"Male","46-55","1920-1960","Long","vallankumous","puhua tavallisesti yhteis#kunta huonoinen puoli kuulua mains suojeluskunninen ohrana sanomatta selvä tilanne ulospääsymahdollisuut vallankumous seurata luonnollisesti näyteimäkappale runo huokua pettynei rakkaus korvata vapaaraikkaud laulaa 80tro yö nousa internationale loppu tanssit","puhua tavallisesti yhteiskunta huonoinen puoli kuulua mains suojeluskunninen ohrana sanomatta selvä tilanne ulospääsymahdollisuut vallankumous seurata luonnollisesti näyteimäkappale runo huokua pettynei rakkaus korvata vapaaraikkaud laulaa 80tro yö nousa internationale loppu tanssit","Right",1,0
"Kansallinen Kokoomus","http://ldf.fi/semparl/speeches/s1966_1_039_052","Forsius, Saara",1902,1988,"Female","56-65","1960-2000","Long","vallankumous","pohjimmalta kysymys ilmiö eräänlainen jäykkyys suhtautuminen nainen aktiivinen yhteis#kunta jäsen ilmetä työ#elämä sattuvasti sanoa nainen tuleminen työ#markkinat aika merkittävä vallankumous suoma ammati toimivinen nainen räjähdysmäisesti laajeneva palveluelinkeino ala kaikki kuuluvi ammatei toimivinen rutiiniluontoisi","pohjimmalta kysymys ilmiö eräänlainen jäykkyys suhtautuminen nainen aktiivinen yhteiskunta jäsen ilmetä työelämä sattuvasti sanoa nainen tuleminen työmarkkinat aika merkittävä vallankumous suoma ammati toimivinen nainen räjähdysmäisesti laajeneva palveluelinkeino ala kaikki kuuluvi ammatei toimivinen rutiiniluontoisi","Right",1,0
"Kansallinen Kokoomus","http://ldf.fi/semparl/speeches/s1934_1_006_105","Virkkunen, Paavo",1874,1959,"Male","56-65","1920-1960","Long","kapina","mäntsälä tapahtuma väärä sanoa tärkeimmi kohdi asettaa ikäänkuin päälaelleen mäntsälä kapina kysymys mäntsälä kapina lopettaa ymmärtää ed lahdensuko teesi mäntsälä aikainen puolustusministeri pitää tuntea moni verroin tarkemmin täsmällisesti","mäntsälä tapahtuma väärä sanoa tärkeimmi kohdi asettaa ikäänkuin päälaelleen mäntsälä kapina kysymys mäntsälä kapina lopettaa ymmärtää ed lahdensuko teesi mäntsälä aikainen puolustusministeri pitää tuntea moni verroin tarkemmin täsmällisesti","Right",0,1
"Kansallinen Kokoomus","http://ldf.fi/semparl/speeches/s1976_1_060_116","Hokkanen, Matti",1937,2020,"Male","36-45","1960-2000","Short","vallankumous","suurpääoma leniniläinen talous#politiikka lenini tutkimus kant osoittaa pystyä tehdä vallankumous suo pää#oma kasaantuminen kansa köyhdyttäminen vallankumous kypsyä itsestänsä nöyrästi edus#kunta toteuttaa hallitus linja määrääjä kommunisti tietää smp ymmärtää maa talousasia hoidtaa","suurpääoma leniniläinen talouspolitiikka lenini tutkimus kant osoittaa pystyä tehdä vallankumous suo pääoma kasaantuminen kansa köyhdyttäminen vallankumous kypsyä itsestänsä nöyrästi eduskunta toteuttaa hallitus linja määrääjä kommunisti tietää smp ymmärtää maa talousasia hoidtaa","Right",1,0
"Kansallinen Kokoomus","http://ldf.fi/semparl/speeches/s1973_1_125_126","Rainio, Kullervo",1924,2020,"Male","46-55","1960-2000","Short","vallankumous","näkyvästi laki mielivaltainen tulkinta rakentua hiljainen kumous pyrkimys perustuslaki romuttaa näkyä lars d erikssoni oikeus#tiede lisensiaatti sosialidemokraattaa artikkeli taloudellinen demokratia sosiaalinen vallankumous oikeus#ministeri louekosken ryhmäkunta kuulua eriksso kirjoittaa mainita artikkeli tarkastella omistusoikeussuoja muuttaminen olla mahdollisuus säätää hallitus#muoto $ hallitusmuoto","näkyvästi laki mielivaltainen tulkinta rakentua hiljainen kumous pyrkimys perustuslaki romuttaa näkyä lars d erikssoni oikeustiede lisensiaatti sosialidemokraattaa artikkeli taloudellinen demokratia sosiaalinen vallankumous oikeusministeri louekosken ryhmäkunta kuulua eriksso kirjoittaa mainita artikkeli tarkastella omistusoikeussuoja muuttaminen olla mahdollisuus säätää hallitusmuoto $ hallitusmuoto","Right",1,0
"Kansallinen Kokoomus","http://ldf.fi/semparl/speeches/s2004_1_081_012","Katainen, Jyrki",1971,NA,"Male","25-35","2001-Present","Short","kapina","positiivinen puoli kokonaisuus sopimus kirjata komissio tulla tasapuolinen kierto suomia hvkun leimautua pieni maa kapinakenraali pieni maa yhteinen kapina jatko turhauttava hvk n lopputuloknen näkyä suura maa yhteinen intressi pieni pärjätä eu n liittolaisuussuhe","positiivinen puoli kokonaisuus sopimus kirjata komissio tulla tasapuolinen kierto suomia hvkun leimautua pieni maa kapinakenraali pieni maa yhteinen kapina jatko turhauttava hvk n lopputuloknen näkyä suura maa yhteinen intressi pieni pärjätä eu n liittolaisuussuhe","Right",0,1
"Kansallinen Kokoomus","http://ldf.fi/semparl/speeches/s1926_1_061_100","Virkkunen, Paavo",1874,1959,"Male","46-55","1920-1960","Very Short","kapina","kesikustelu kulua ed j f aalto ed jokelka kannattaa ehdottaa momenta liitettäisi seuraava lause kapina laki olla joukko henkilö ase#voima ryhtyä kumota voimassaoleva oikeusjärjestys kutsua ed j f aalto ehdotus ed jokela ed","kesikustelu kulua ed j f aalto ed jokelka kannattaa ehdottaa momenta liitettäisi seuraava lause kapina laki olla joukko henkilö asevoima ryhtyä kumota voimassaoleva oikeusjärjestys kutsua ed j f aalto ehdotus ed jokela ed","Right",0,1
"Kansallinen Kokoomus","http://ldf.fi/semparl/speeches/s1972_1_143_232","Mykkänen, Jouni",1939,NA,"Male","25-35","1960-2000","Short","vallankumous","kuulla vasemmistolainen määritelmä tasapuolisuus mennä niin pitkälle esinä km n hiihtoselostus porvarillinen ohjelma tapa huomautettaa vallankumous minuutti lähempänä toteutumistaan yhdistää viihdeohjelma urheiluohjelma vastata ohjelma lukea potvarillisi päädytä sellainen","kuulla vasemmistolainen määritelmä tasapuolisuus mennä niin pitkälle esinä km n hiihtoselostus porvarillinen ohjelma tapa huomautettaa vallankumous minuutti lähempänä toteutumistaan yhdistää viihdeohjelma urheiluohjelma vastata ohjelma lukea potvarillisi päädytä sellainen","Right",1,0
"Kansallinen Kokoomus","http://ldf.fi/semparl/speeches/s1953_1_036_009","Ahmavaara, Arvi",1886,1957,"Male","66+","1920-1960","Long","kapina","suinkaan kadehdittaa tarkoittaa sanota mainituu poliittinen realiteetti huomata herra pää#ministeri tutustua eräänen äskettäin nimi massa kapina suomi ilmestya teos kirjoittaja ortega ä gasnen alkupainos vuosi ilmestyä kirja kuvata nykyhetken yhteis#kunta eräs maa maalauksi julkinen vallan#käyttö","suinkaan kadehdittaa tarkoittaa sanota mainituu poliittinen realiteetti huomata herra pääministeri tutustua eräänen äskettäin nimi massa kapina suomi ilmestya teos kirjoittaja ortega ä gasnen alkupainos vuosi ilmestyä kirja kuvata nykyhetken yhteiskunta eräs maa maalauksi julkinen vallankäyttö","Right",0,1
"Kansallinen Kokoomus","http://ldf.fi/semparl/speeches/s1932_2_094_014","Riipinen, Hilja",1883,1966,"Female","46-55","1920-1960","Long","kapina","vasemmisto suojeluskuntalaitoknen vihamielinen vasemmisto hallitus silloin suojelus#kunta seisoa valall tehtävälli uskollinen aihe vähimpään moitteenen epälojaalisuus hallitus kohtaan vasen olla pitää tehdä kapina vasen uudestaan uudestaan etsiä aihe suojelus#kunta kumousyrityknen mäntsälä viikko se kerta mieliaihe sikä sopia käyttää","vasemmisto suojeluskuntalaitoknen vihamielinen vasemmisto hallitus silloin suojeluskunta seisoa valall tehtävälli uskollinen aihe vähimpään moitteenen epälojaalisuus hallitus kohtaan vasen olla pitää tehdä kapina vasen uudestaan uudestaan etsiä aihe suojeluskunta kumousyrityknen mäntsälä viikko se kerta mieliaihe sikä sopia käyttää","Right",0,1
"Kansallinen Kokoomus","http://ldf.fi/semparl/speeches/s2013_1_134_345","Kurvinen, Esko",1952,NA,"Male","56-65","2001-Present","Very Short","vallankumous","herra puhe#mies edustaja jaskari käynnistää keskustelu robotismi tulevaisuus osal nähdä pitkälle lailla jonkinasteinen teollinen vallankumous tulla hetkellä tosi#asiallisesti robotismi käyttää robotti käyttää hyvin vaativa tehtävä kaikki suomi yliopistollisi sairaaloi leikkaus tehdä robotei 3d-tulostin","herra puhemies edustaja jaskari käynnistää keskustelu robotismi tulevaisuus osal nähdä pitkälle lailla jonkinasteinen teollinen vallankumous tulla hetkellä tosiasiallisesti robotismi käyttää robotti käyttää hyvin vaativa tehtävä kaikki suomi yliopistollisi sairaaloi leikkaus tehdä robotei 3d-tulostin","Right",1,0
"Kansallinen Kokoomus","http://ldf.fi/semparl/speeches/s1919_1_103_041","Hultin, Tekla",1864,1943,"Female","56-65","1920-1960","Very Long","kapina, vapaussota","muodostaa kaikki menoinen huomauttaa meno vähentäminen voida täliä haava ajatella syy suuresti vaikuttaa meno kasvaminen punainen kapina vapaussota edellinen johtua armahdustenkki melkoinen määrä vankeinhoitomena sotaorpo huoltomena korvaus kapinaa yksityinen syntymeinen vaihingoinen budjeti miljoona yleinen kaikki menoinen huomauttaa meno vähentäminen voida täliä haava ajatella syy suuresti vaikuttaa meno kasvaminen punainen kapina vapaussota edellinen johtua armahdustenkki melkoinen määrä vankeinhoitomena sotaorpo huoltomena korvaus kapinaa yksityinen syntymeinen vaihingoinen budjeti miljoona yleinen järjestys palauttaminen","muodostaa kaikki menoinen huomauttaa meno vähentäminen voida täliä haava ajatella syy suuresti vaikuttaa meno kasvaminen punainen kapina vapaussota edellinen johtua armahdustenkki melkoinen määrä vankeinhoitomena sotaorpo huoltomena korvaus kapinaa yksityinen syntymeinen vaihingoinen budjeti miljoona yleinen kaikki menoinen huomauttaa meno vähentäminen voida täliä haava ajatella syy suuresti vaikuttaa meno kasvaminen punainen kapina vapaussota edellinen johtua armahdustenkki melkoinen määrä vankeinhoitomena sotaorpo huoltomena korvaus kapinaa yksityinen syntymeinen vaihingoinen budjeti miljoona yleinen järjestys palauttaminen","Right",0,0
"Kansallinen Kokoomus","http://ldf.fi/semparl/speeches/s1927_1_025_049","Pennanen, Pekka",1872,1960,"Male","46-55","1920-1960","Very Short","kapina","va ljo#kunta ehdotus erota lepäää ollei lakiehdotuknen perustuslakivalio#kunta ehdottaa minä pyytää sana kohta johdosta ensinnä syy huomauttaa sota kapina sellainen automaattisesti johtaa sota#tila lakiehdotus niinkuin $ nen näkyä kanta sota kapina vaihe sota kapina sellainen automaattisesti johtaa sota#tila lakiehdotus niinkuin $ nen näkyä kanta sota kapina vaihe valta#kunta pää#mies katsoa maan#puolustus oikeusjärjestys yllä#pitäminen vaatia sota#tila julistaminen maa osa asettaa sota#tila","va ljokunta ehdotus erota lepäää ollei lakiehdotuknen perustuslakivaliokunta ehdottaa minä pyytää sana kohta johdosta ensinnä syy huomauttaa sota kapina sellainen automaattisesti johtaa sotatila lakiehdotus niinkuin $ nen näkyä kanta sota kapina vaihe sota kapina sellainen automaattisesti johtaa sotatila lakiehdotus niinkuin $ nen näkyä kanta sota kapina vaihe valtakunta päämies katsoa maanpuolustus oikeusjärjestys ylläpitäminen vaatia sotatila julistaminen maa osa asettaa sotatila","Right",0,1
"Kansallinen Kokoomus","http://ldf.fi/semparl/speeches/s1978_1_052_081","Kanerva, Ilkka",1948,2022,"Male","25-35","1960-2000","Short","vallankumous","venäjä tsaari teys venäjä sellainen avarakatseisuus suuntainen kansallisuuspolitiikka mahdollistaa politiikka suomi voida itsenäisyytensä saavuttaa maaliskuu vallankumous venäjä tietty vapaamielisyydes antaa mahdollisuus voida sanoa historia kirja varassa tuolloinen venäläisi olosuhtei v i lenini johtaa puolue","venäjä tsaari teys venäjä sellainen avarakatseisuus suuntainen kansallisuuspolitiikka mahdollistaa politiikka suomi voida itsenäisyytensä saavuttaa maaliskuu vallankumous venäjä tietty vapaamielisyydes antaa mahdollisuus voida sanoa historia kirja varassa tuolloinen venäläisi olosuhtei v i lenini johtaa puolue","Right",1,0
"Kansallinen Kokoomus","http://ldf.fi/semparl/speeches/s1926_1_054_023","Ingman, Lauri",1868,1934,"Male","56-65","1920-1960","Very Long","vallankumous","olla take suomi kuulua muutamiin kapitalistinen ympärysvalto niinkuin stahli todistaa lopullinen voitto saavuttaminen koettaa aikaansaada kommunistinen vallankumous selvä sija yrittää nostattaa vallankumous maa vastustus valtiollinen poliisi lakkauttaminen määrärahain supistaminen riittämätön edistää","olla take suomi kuulua muutamiin kapitalistinen ympärysvalto niinkuin stahli todistaa lopullinen voitto saavuttaminen koettaa aikaansaada kommunistinen vallankumous selvä sija yrittää nostattaa vallankumous maa vastustus valtiollinen poliisi lakkauttaminen määrärahain supistaminen riittämätön edistää","Right",1,0
"Kansallinen Kokoomus","http://ldf.fi/semparl/speeches/s1928_1_022_016","Ingman, Lauri",1868,1934,"Male","56-65","1920-1960","Short","kapina","häpäistä johdonmukaisesti taistella suomi itsenäisyys ylistää johdonmukaisesti venäläinen lkoetta pitää suomi kiinteä venäjä kapina lehdi todellinen elämäneliksiiri johoka aima palata voima innostus näyttää puuttua kommunistinen liike kapinaliike suoranainen jatko toinen muoto","häpäistä johdonmukaisesti taistella suomi itsenäisyys ylistää johdonmukaisesti venäläinen lkoetta pitää suomi kiinteä venäjä kapina lehdi todellinen elämäneliksiiri johoka aima palata voima innostus näyttää puuttua kommunistinen liike kapinaliike suoranainen jatko toinen muoto","Right",0,1
"Kansallinen Kokoomus","http://ldf.fi/semparl/speeches/s1973_1_150_291","Linkola, Anna-Liisa",1914,1999,"Female","56-65","1960-2000","Very Long","sisällissota","laki kiertäminen ministeriö kouluhallitustaso onnistua yksityinen koulu lopettamisponnistelu siirtää aste alemma koulu sisäpuolelle surkuhupaisa esimerkki tarjota sisällissota hiljattain kontula yhteiskoulus keino kaihtaa pyrkiä kontula yhteis#koulu saattaa esimerkkikouluksi kunnallinen koulu helsing kaupunki koulu valtaaminen osallistua henkilö#kohtaisesti kouluhallitus","laki kiertäminen ministeriö kouluhallitustaso onnistua yksityinen koulu lopettamisponnistelu siirtää aste alemma koulu sisäpuolelle surkuhupaisa esimerkki tarjota sisällissota hiljattain kontula yhteiskoulus keino kaihtaa pyrkiä kontula yhteiskoulu saattaa esimerkkikouluksi kunnallinen koulu helsing kaupunki koulu valtaaminen osallistua henkilökohtaisesti kouluhallitus","Right",0,0
"Kansallinen Kokoomus","http://ldf.fi/semparl/speeches/s2006_1_086_101","Nepponen, Olli",1940,NA,"Male","66+","2001-Present","Very Short","kapina","korjaus jättää tehdä kehuu uudestaan pitää tehdä olla sellainen tie ymmärtää eläkkeensaaja kapina lainausmerkei todellisuus päivä keskusta lupaus merkki nostaa suuri kysymys keskustelu keskusta lupaus merkki nostaa suuri kysymys keskustelu olla kuuma sanoa kapina oikeutettu osto#voima seurata hinta todellinen kehitys euro käyttöönotto kiihdyttää määrätä hyödykke hinta nousu eläkke ostovoia","korjaus jättää tehdä kehuu uudestaan pitää tehdä olla sellainen tie ymmärtää eläkkeensaaja kapina lainausmerkei todellisuus päivä keskusta lupaus merkki nostaa suuri kysymys keskustelu keskusta lupaus merkki nostaa suuri kysymys keskustelu olla kuuma sanoa kapina oikeutettu ostovoima seurata hinta todellinen kehitys euro käyttöönotto kiihdyttää määrätä hyödykke hinta nousu eläkke ostovoia","Right",0,1
"Kansallinen Kokoomus","http://ldf.fi/semparl/speeches/s1919_1_080_072","Malmivaara, Wilhelmi",1854,1922,"Male","56-65","Civil_War","Short","vallankumous, kapina","sovinto ruoka#halu kasvaa valitsijas luku väheneminen sosialisti jäädä vähemmistö edus#kunta päättää venäjä bolsheviikki panna ase#voima toimi sosialinen vallankumous vieläkin häämöittää tulevaisuus ihane toteuttaminen luja johdonmukaisuud toimia saada varma tulos myöntyväisyys nyt viedä rauha tehne kasvattaa ymmärtää rikos rangaistaa toivoa rangaistus parannunen huomaisa katumus oire taho kapina alkaa maheksua lausuttaisi julkea kansa elämä uusi kapina järkyttää varma suuri ilo","sovinto ruokahalu kasvaa valitsijas luku väheneminen sosialisti jäädä vähemmistö eduskunta päättää venäjä bolsheviikki panna asevoima toimi sosialinen vallankumous vieläkin häämöittää tulevaisuus ihane toteuttaminen luja johdonmukaisuud toimia saada varma tulos myöntyväisyys nyt viedä rauha tehne kasvattaa ymmärtää rikos rangaistaa toivoa rangaistus parannunen huomaisa katumus oire taho kapina alkaa maheksua lausuttaisi julkea kansa elämä uusi kapina järkyttää varma suuri ilo","Right",0,0
